ID,Text,Sentiment
SFWT-1337,It’s all the time 🥲,Negative
SFWT-1444,Maddo pratisha support panna automatically lose airum antha team 🥲 where are you watching IPL?,Negative
SFWT-1691,Social life be so lonely when you don’t like to go out every weekend 🥲,Negative
SFWT-1780,bro i binge watch yellowjackets just to realized season 2 is barely starting 🥲,Negative
SFWT-1919,"Be With you (sequel be there for you), Trisula, But.. I Love You(r) Mommy, Trust You, The Tale, Jodoh Who Knows, Untitled, Time of Our Life, Rival, It' Became My Baby, Destiny (dan sequelnya), Blind (dan sequelnya), Blink of an Eye, Forced Married, Power, Revived, banyak 🥲",Positive
SFWT-1934,"if anyone sees a clip of yesterdays goodbye session section A1 row S pls tag me in it 🥲 i need to confirm i really walked past binsan #ASTRO #MOONBIN #SANHA
#DIFFUSIONinBKK #MOONBIN_SANHA_FANCON_BKK",Positive
SFWT-2023,"Damn, I hate late equalizers when they happen to us 🥲

Let’s get it back! 🙏
",Negative
SFWT-2056,When your hbs always put you on the grill 👨🏻‍🍳🥲,Negative
SFWT-2112,dying to go to a science museum 🥲,Negative
SFWT-2192,THE CLIFFHANGER 💀🥲 new season needed stacked,Negative
SFWT-2193,Upset I can’t celebrate with my dawg tonight 🥲,Negative
SFWT-2277,Well look like I am going off line very soon. Some one blocked me today after I asked people to contact her I am not putting out anymore painting as too many groupies involved My heart is broken and there is no much reason to carry on with people attitudes Thanks Scott💔🇬🇧🥲👎,Negative
SFWT-2393,That day taekookers will be on seventh cloud or will be dead 🥲😂🤭😌☺️,Positive
SFWT-2663,Yeah but as she grows she'll get more and more bad eggs in the fandom so best we can hope for is for her to start standing her ground with these kinds of people 🥲,Negative
SFWT-3095,泣いちゃった🥲🥲,Unconfident
SFWT-3108,ayaw niyo bang mag i just want to stay in your lavender haze 🥲,Positive
SFWT-3252,January was like last week and now it’s already almost Halloween 🤔😭🥲,Negative
SFWT-3252,January was like last week and now it’s already almost Halloween 🤔😭🥲,Negative
SFWT-3329,Is this your house?  You have my dream home!  You are so lucky 🥲,Positive
SFWT-3391,Congratulations! I can't wait to visit the store 🥲👏🏾🙌🏾,Positive
SFWT-3429,"Hari ini 10M bisa? 🥲

I'm listening to #People_Pt2 by #AgustD (with #IU () As My Trending Song Choice",Positive
SFWT-3438,I’m so exhausted 🥲,Negative
SFWT-3458,Colored contacts look bad 9.9/10 times to me 🥲,Negative
SFWT-3610,HE IS THE BEST THING THAT’S EVER BEEN MINE 😩🥲,Positive
SFWT-3805,A good day is when my picky toddler eats all his three meals 🥲,Positive
SFWT-3833,im basically working 7 days a week; it's simply what i need to do rn. just letting yall know i won't be able to hang out as much for a while 🥲,Negative
SFWT-3987,Ima be fine asf steady running up & down these stairs 🥲,Positive
SFWT-3996,"Depression, ADHD & anxiety make tasks so difficult…

I know that I need to clean, but my ADHD brain is scrambling trying to figure out where to start while my depression is keeping me exhausted & anxiety is in the corner screaming because we aren’t getting anything done. 🥲",Negative
SFWT-4083,Always doomed at finding related literatures. My impatient self can never.🥲,Negative
SFWT-4362,Man I’m too young to be in all this pain 🥲 wrist damn near feels useless back is non existent nd my neck is always stuck 🫠🫠🫠,Negative
SFWT-4383,I think it’s a rumor too but I’m still panicking 🥲,Negative
SFWT-4394,"Have you checked out my latest podcast episode?
Celebrating the B Side this week!
has had so many amazing b sides over the years, sadly most are not on streaming 🥲 BUT which ones made the episode?
Find out & listen here:",Negative
SFWT-4522,This is the sweetest post I’ve read 🥲,Positive
SFWT-4618,Biden should not be allowed to receive holy communion. 🙏🥲,Negative
SFWT-4661,"Is it only avi?
All their twitter history 🥲",Negative
SFWT-4787,congrats to my sister and the best brother in law i could ask for 🥲,Positive
SFWT-4917,got me crying in the club 🥲,Negative
SFWT-4924,Man I stopped my heart for this 😞🥲,Negative
SFWT-5036,Yupp seeing others how much world is enjoying 🥲,Positive
SFWT-5189,That’s so who they are 😂🥲… Erwin with doubts and Levi rants about tea. Like an actual convo would be a nightmare haha. One is ‘do you think.. this plan..’ and the other ‘… so I tell you these leaves come from the other side…’,Positive
SFWT-5421,You catch me being friendly with everyone at the worst context given scenarios everytime son 😅🥲,Positive
SFWT-5703,Dude everyone in this nail salon remembers me and is so happy to see me 🥲 they so cute lol,Positive
SFWT-5737,So sorry for your families loss. 🥲,Negative
SFWT-5918,It's leg day tomorrow and I still haven't recovered from the last one 🥲,Negative
SFWT-5955,It is not. I learned that one that hard way 🥲,Negative
SFWT-6000,"just noticed that it autocorrected and turned ""Simeon"" into ""Someone""🥲 
the fact is, they keep making these mistakes! it's not the first time they whitewash Diavolo, Mammon and Simeon
and for those who don't know, there's lore motives for Simeon not using his classic outfit",Negative
SFWT-6061,When the dress isn't red 🥲,Negative
SFWT-6080,dang it i wanna just smooch yknow just a lil kiss give him a peck a lil mwah mwah here and mwah mwah there 🥲,Positive
SFWT-6180,If only it snapped 🥲,Negative
SFWT-6197,You’re violating Thankyou though. 🥲❤️,Positive
SFWT-6210,The way people in the replies are missing the point 🥲🤦🏻‍♀️,Negative
SFWT-6263,This is goals 🥲,Positive
SFWT-6561,So close & he is smiling to the camera 🥲💖🧎🏻‍♀️I would drop my phone because I would be happy & nervous lol 🤣,Positive
SFWT-6949,"Tears 🥲, but I may try out console eventually. Xbox or PS?",Negative
SFWT-6957,I feel this too very much right now. I absolutely adore it! Timezones suck tho 🥲,Positive
SFWT-7063,Lost a tee shot in a hazard and duffed a chip 🥲,Negative
SFWT-7196,and i love that for him i love him it’s fine 🥲,Positive
SFWT-7867,Only the left one works 🥲,Negative
SFWT-7997,So many emotions today. I’m excited for one achievement and sad for another loss 🥲,Unconfident
SFWT-8151,1xBet just Dey give and take 🥲.,Negative
SFWT-8201,This guy is just having fun with Nacho. Can’t even complain 🥲,Positive
SFWT-8312,i see how it is.....🥲,Negative
SFWT-8395,Feels like just yesterday I was changing his diapers. They grow up so fast 🥲,Positive
SFWT-8403,"YOU DON’T NEED MOTIVATION!!!

You see as you’re reading this now eh, you’ve been motivated enough.

You’ve read too many quotes.

You only need one thing which is more powerful than Motivation. 

That thing is “DISCIPLINE”.🥲",Positive
SFWT-8415,There's fucking green grass in the South of Sweden? Bro we still have snow walls so high you can barely see oncoming traffic in a street crossing 🥲,Negative
SFWT-8521,Thought it was me lol 🥲,Negative
SFWT-8543,"Can’t get much worse than that can it 😳 hahahaha. I spilled a coffee in Costa today, made me think of you 🥲",Negative
SFWT-8615,You think its mid 🥲,Negative
SFWT-8630,Movie theater popcorn is like air. Just be eating it and eating it feeling like I’m not eating anything 😭🥲 I done got this large and still hungry as a mf,Negative
SFWT-8630,Movie theater popcorn is like air. Just be eating it and eating it feeling like I’m not eating anything 😭🥲 I done got this large and still hungry as a mf,Negative
SFWT-8777,"""How do you know your boyfriend won't cheat on you?""
Because he's making me stand in the garden on a Saturday night to show me his new lightsaber that he got at a star wars convention 🥲❤",Positive
SFWT-8835,I can't wait to get back so we can be neighbors again 🥲,Positive
SFWT-8840,The hardest grand finals to watch…🥲,Negative
SFWT-8911,"4 is… my least favorite 🥲 I’m sorry I know it’s the fan favorite. (I still don’t think literally any jojo is bad 8/10 at least even part 1) I LOVE Kira as a villain 2nd only to DIO and my all time favorite jojo moment (jotaro after seeing kira hurt koichi) is in 4, but— (cont)",Negative
SFWT-8925,Well with all the train derailments lately maybe it's in case a train care catches on fire 🥲,Negative
SFWT-8944,The whole crew back together 🥲 #StarTrekPicard,Positive
SFWT-8981,Tryna find the motivation to Jim when I really rather be having a bottle of wine rn 🥲,Negative
SFWT-9049,"It's just that my mom is the one to receive my packages cuz I'm not at home 🥲 ,so she gets curious and keep on asking what i bought... She doesn't open my parcel but she comes into my room and i can't push her out either 😞",Negative
SFWT-9104,i have to it’s my only option 🥲,Negative
SFWT-9186,"No woman has all 5 before her 30s:
1. House
2. Marriage 
3.  Degree
4.  Kids
5. Mental, emotional and financial stability. 🥲",Negative
SFWT-9421,I can’t find my watercolors. I hate when I put stuff up. Because I hide shit from myself. 🤣😂😭🥲,Negative
SFWT-9421,I can’t find my watercolors. I hate when I put stuff up. Because I hide shit from myself. 🤣😂😭🥲,Negative
SFWT-9434,Now way everybody done grow nobody Dey talk to each other again 🥲,Negative
SFWT-9463,i’m glad he worked with pdogg for his solo debut 🥲,Positive
SFWT-9515,happens every time 🥲,Negative
SFWT-9520,I’m about to tweak out 🥲,Negative
SFWT-9558,برو پیویش :)🤝😂🥲,Positive
SFWT-9714,I Missed the pay phone era 🥲,Negative
SFWT-9779,I love hate this game cause I think Neymar was our motm and Messi got all the praises (fair) but I’m sure this is what eventually convinced him to leave Barca to go to that oil club 🥲,Negative
SFWT-10043,Also check on your mother 🥲,Negative
SFWT-10119,got this bc my gf said the flavour looked good and i didn’t check the cals cause she was with me 🥲 anyone know if the taste is worth it ?? ik it’s not that bad compared to most protein bars but aaa,Negative
SFWT-10142,why does my family only call me when I'm NAPPING 🥲,Negative
SFWT-10181,"Re: GRV’s wife. Why is it easy to hold less powerful people accountable than the people in power. A case can be made for her, she can’t control whatever her Dad did. Why can’t we be aggressive towards the current people in power? 🥲",Negative
SFWT-10329,"All of them, post reverse flashbang 🥲",Positive
SFWT-10522,"I’m sorry, I’m preoccupied with the murder, abuse, torture, suicide, and trauma 🥲. We need chibi now more than ever 😭",Negative
SFWT-10522,"I’m sorry, I’m preoccupied with the murder, abuse, torture, suicide, and trauma 🥲. We need chibi now more than ever 😭",Negative
SFWT-10528,"Inka GOLDEN days ayipoyindhi 🥲
Back to Normal Routine days until comes up with something exciting 😍

#Pushpa2TheRule #HappyBirthdayAlluArjun",Positive
SFWT-10605,last few weeks have been rough and i thought finally this week things will be better but nah. i woke up w a fever and my throat hurts 🥲,Negative
SFWT-10677,When y’all post YALL dog I be missing my dog like shit 😭🥲,Negative
SFWT-10677,When y’all post YALL dog I be missing my dog like shit 😭🥲,Negative
SFWT-10699,Oh no😂🥲,Negative
SFWT-10821,"THIS WAS, excuse me for my language *ahem*, ORGASMICLY ASTONISHING! 😭💖👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",Positive
SFWT-11153,HIS SMILES AT THE ENDING 🥲,Positive
SFWT-11357,just woke up officially n got ANOTHER SELL!!!! 🥲,Positive
SFWT-11359,"bad things come in threes i swear, was late for work this morning, lost at football & got punched in the back of the head 🥲",Negative
SFWT-11905,But I don't WANNA BECOME THE BALM OF MANY!!! THIS SHIT HURTS 😭🥲😭,Negative
SFWT-11905,But I don't WANNA BECOME THE BALM OF MANY!!! THIS SHIT HURTS 😭🥲😭,Negative
SFWT-11905,But I don't WANNA BECOME THE BALM OF MANY!!! THIS SHIT HURTS 😭🥲😭,Negative
SFWT-11942,I don’t have a file to fit 🥲,Negative
SFWT-11978,"Heath and Joaquin were superb, this one is a joke 🥲",Negative
SFWT-12057,"Must have been hurtful..🥲 but it’s ok!! Sis also got rejected twice one month ago from asking to watch ant man and polo match kns eh, so i feel u bro 👊🏻",Negative
SFWT-12086,My messages stopped working again 🥲,Negative
SFWT-12356,salahs record is over with 😭😭😭😭,Negative
SFWT-12364,Haaland is just a cheat code 🥲,Positive
SFWT-12399,City are looking SCARY.. 🔥🥲 #SOUMCI,Negative
SFWT-12490,Me too. 🥲💖💖,Positive
SFWT-12626,I have the rest of the day off and an early day tomorrow…..I should really clean my room 🥲 it’s truly horrendous up there,Negative
SFWT-12723,publication: almost always unpaid 🥲,Negative
SFWT-12747,😖 I don’t understand why people are like this  🥲,Negative
SFWT-12750,I love being a Coug 🥲❤️🏀 #GoCougs,Positive
SFWT-12866,We need fi ask politely too? 🥲,Positive
SFWT-12950,"I know and I know Arya Namazis appropriated our surname and gave our surname to a lot of LCs, Brahmins ka they didn't because it was tough to appropriate their surnames 🥲 Sikhs bhi Rajputs se hi liye hai but other SC/ST? You read these two to understand.",Negative
SFWT-13130,Sir and parents 🥲,Negative
SFWT-13236,oh… to have a safety net 🥲,Negative
SFWT-13453,Cooked in pre-season and never got to play a game together whole season 🥲,Negative
SFWT-13494,Someohow missing all THR mutuals today 🥲,Negative
SFWT-13556,Southampton really couldn't hold on until half time? 🥲,Negative
SFWT-13644,I was 13 when I started watching you...and jokes on you I was never someone's girlfriend around that time 🥲,Negative
SFWT-13652,I don’t want to rank up to Gold in Valorant until I can finally hit heads. 🥲,Negative
SFWT-13656,Today’s my suegra’s bday and all I wanna do is take a shot of mezcal with her & eat her pozole 🥲 miss her sm,Negative
SFWT-13702,Pickup orders at Sephora are a game changer. I be in and out. Simply leaving with exactly what I came in for. Not spending another dime… 🥲,Positive
SFWT-13772,To the person who just commented on my Bluey Fanfic (Don't judge. I judged myself enough for all of us.) I appreciate you. I needed that 🥲 Now if you would like to see a fanfic of Bluey find me on AO3. Brandy Cattle finally gets her dream. For real life. #Bluey,Positive
SFWT-14129,"Just wanna see if MS and Faf can win trophy this season with these bowler 
MSD had a better bowlers when he won the IPL trophies
And Virat let's close the topic here 🥲

Bol toh aise rahe hai jaise bumrah and hardik were born international superstars..they were finds of season",Positive
SFWT-14333,Most of my music heroes are dead and I hope not on Twitter. 🥲,Negative
SFWT-14416,can we stop w the blue ticking ah it's getting really annoying 🥲,Negative
SFWT-14474,It’s magical 🥲,Positive
SFWT-14476,Dekha maine.. Totally classless 🥲 explains why his movies hardly get 10cr opening despite him being so good looking and decently talented,Negative
SFWT-14611,"Thank you for this. I think a part of me has been waiting for that magic change, and since it hasn’t come yet as people around me have kids it made me feel a little broken. But not as broken as the ppl having kids just so they have someone to take care of them when they’re old 🥲",Positive
SFWT-14623,the little Edward 🥲,Positive
SFWT-14797,Mine changes between 83 different wallpapers every time I lock my phone 😅🥲,Positive
SFWT-14813,"Yo girl, we have same ideas, he doesn't even look like 32!!!!! Does he? He always likes to do his own version, I hope we see him as gorgeous as what he is 🥲",Positive
SFWT-14872,rting in hopes that more people are awake now 🥲,Positive
SFWT-14920,"So sad. I used to like her, not anymore. 🥲",Negative
SFWT-14988,"hollup. ajinkya rahane scored a 19 ball fifty?? what world are we living in 😭😭
so busy ranting about chelsea that i missed the masterclass 🥲 #MIvsCSK",Positive
SFWT-14988,"hollup. ajinkya rahane scored a 19 ball fifty?? what world are we living in 😭😭
so busy ranting about chelsea that i missed the masterclass 🥲 #MIvsCSK",Negative
SFWT-15281,But do I have the time? No 🥲,Negative
SFWT-15420,Sht up. It my biggest traumatic scene 🥲,Negative
SFWT-15621,want to start 100 films in 100 days 🥲,Positive
SFWT-15907,honestly it’s very hard to imagine but I’d like to hope so 🥲,Positive
SFWT-15914,But why you take your shirt off 🥲,Negative
SFWT-15941,I miss being in the US right now 🥲,Negative
SFWT-15943,Definitely on bed rest this weekend 🥲,Negative
SFWT-16002,"Baghban should be banned from TV completely 😑 everytime this movie comes, my dad thinks I'll remove him from his house 🥲and he starts planning to live seperately 🥲",Negative
SFWT-16002,"Baghban should be banned from TV completely 😑 everytime this movie comes, my dad thinks I'll remove him from his house 🥲and he starts planning to live seperately 🥲",Negative
SFWT-16079,"Applying for jobs again , 
looks like I have to answer for the bill collectors for a bit 🥲",Negative
SFWT-16081,people saw scoups running around w kkuma and that people isn’t me 🥲,Negative
SFWT-16173,And auburn won’t cancel A-Day today 🥲 I’m going  to take a shower.,Negative
SFWT-16183,"I saw ChanBaek, XiuChen, SeChen. Give me my other ships— esp KaiSoo and SeHo 🥲",Negative
SFWT-16194,If they not chased this in 13 overs with the kind of form they re having I will be shocked 🥲😭,Negative
SFWT-16194,If they not chased this in 13 overs with the kind of form they re having I will be shocked 🥲😭,Negative
SFWT-16380,"Very painful to see, Sir 🥲",Negative
SFWT-16629,WHY ??? 🥲,Negative
SFWT-16704,"5 specialty , total 43 Lecture 🥲",Negative
SFWT-16705,My NFTs aren’t showing in my wallet anymore 🥲 only in my gallery outside my wallet,Negative
SFWT-16907,My thighs still hurt from doing 3 sets of 10 dumbbell lunges… which means I did 30 of them… 😖🥲,Negative
SFWT-16946,Adam yk I love u bro respectfully I’m a fan of izzy but bro we have to look at it with common sense he’s lost 3 times let’s be honest bro izzy is my African brother but Poatan has his number it’s just the truth man😔🥲🇧🇷,Negative
SFWT-17078,Not working now 🥲,Negative
SFWT-17101,She’s above his own boss 🥲,Positive
SFWT-17230,😡🥲,Negative
SFWT-17235,Being able to do your own braids is a blessing and a curse 🥲,Negative
SFWT-17336,I’ve not had time 🥲 I just left it,Negative
SFWT-17573,me tooo!! but i haven't ep 4 yet 🥲,Positive
SFWT-17620,"Aye. I did have one with me after all that, so the spare is in. It was just knowing that was actually the issue 🥲",Positive
SFWT-17718,It’s the ones you least expect 🥲,Negative
SFWT-17748,"Please press F for admin's MV piece and memorial coins, he got too busy making clips that he forgot to play the event 🥲",Negative
SFWT-17786,Lol I have march and Henry and raya on my bench so not much better 🥲,Negative
SFWT-17797,We don't hv mountains here sadly 🥲,Negative
SFWT-17830,my moots moved away while i was suspended i miss tjem 🥲,Negative
SFWT-17897,"I read this in three days and my heart feels like it's being torn out with an ice cream scoop 🥲💔 I'm so proud of Stede for blocking him, in the same breath I'm so sad that Ed has been manipulated so badly into thinking he doesn't deserve real love that he sabotaged his chance.",Negative
SFWT-18417,.......And so 🥲 everything on Twitter is going to be all about #BBtitans😭,Negative
SFWT-18417,.......And so 🥲 everything on Twitter is going to be all about #BBtitans😭,Negative
SFWT-18652,id get cancelled 🥲,Negative
SFWT-18658,"yeaaaa when mine twitch it’s always 1 of 3 things. Not drinking enough water, stress, or lack of sleep. Most of the time it’s a combination of all 3 tho 🥲",Negative
SFWT-18716,Switching from P5R controls to P5S confuses the sht out of me lul. I knew that I’m one boss away on finishing P5S but I’m so lost when I opened it back after 1 yr of not playing it 🥲,Negative
SFWT-18894,joshuji and kyeomie on youngji’s show 😭😭😭 woozi and cheol on suchwita jebal 🥲,Positive
SFWT-18894,joshuji and kyeomie on youngji’s show 😭😭😭 woozi and cheol on suchwita jebal 🥲,Positive
SFWT-18971,"Crush on teacher: ❌
Lied to parents: ✅
Hide marksheet: ❌
Failed on subjects: ❌
Heart break: 🥲✅
Cheated on exams: ✅
Smoked: ❌
Sleep during classes: ✅

Quote urs",Negative
SFWT-19196,Do y'all think that jungkook misses us every time he wears this bora underwear? 🥲,Positive
SFWT-19220,yall that say mingyu moved out and the sofa is for his new house i dont like yalls energy 🥲,Negative
SFWT-19295,i lived vicariously through her 🥲 hahaha,Positive
SFWT-19366,Why am I in so many fandoms 😥 sorry if my feeds are like everywhere 🥲,Negative
SFWT-19394,I have always seen pc binders only above 2k 🥲,Negative
SFWT-19456,The lost ticket fell short by just one 6 🥲,Negative
SFWT-189,"I'm just too soft for all of it
 🥲",Negative
SFWT-198,"Spotify and the unnecessary updates <<<<<<< 

I’m very close to going back to Apple Music, at least the sound quality is better. But I’d have to add 6,000+ songs 🥲",Negative
SFWT-314,We always want what we can’t have 🥲,Negative
SFWT-318,"Na, now I know why I don’t eat Taco Bell. 🥲",Negative
SFWT-331,"🎶but all good things, they say, never last. 🥲 And love just isn't love until it's passed🎶
#toh #luznoceda
#amityight #lumity #TohVee #toh3
#TOHhootie #tohtwt #tohhunter
#Theowlhouseseason3 
#huntlow #toh #tohcomic #tohwillow #tohfanart #willowpark #goldenguard",Negative
SFWT-351,i asked my sister to take a video bcos im driving but her skills…… 🥲🔪,Negative
SFWT-408,bought a lamp and finally unboxed my closet. i’m finally moved in 🥲,Positive
SFWT-430,i think i added the wrong tag so here 🥲 #BaelzBrush,Negative
SFWT-442,an answered prayer 💕 we went to target too! 🥲,Positive
SFWT-444,"Yeah it actually wasn’t that bad, I was just sad she didn’t want me to hold her 🥲",Negative
SFWT-487,Actually I have a habit of waking up at 11am and sleeping at 3am. So i slept at 3am and unfortunately woke up at 6am.🥲,Negative
SFWT-585,"Why are liked tweets able to be seen by the public

Like there's a bunch of stuff I'm not proud of 🥲",Negative
SFWT-637,"It could have been one of his most iconic videos together with Boyfriend, that is, with the previews he gave us on Instagram, it gave me vibes from the movie Carrie, blood, revenge, and super interesting things.🥲",Positive
SFWT-711,why did the stylist gave sebaek oversized suits 🥲,Negative
SFWT-799,"love love in the air ~~~ 🥺 my heart swells whenever this song comes on... 

also the way Fort gently guides Peat to his position 🥲 

#LoveinTheAirInTaipei",Positive
SFWT-810,I’m trying 🥲,Negative
SFWT-1093,yeosang and his fluffy hat 🥲,Negative
SFWT-1167,I think I paid $560~ for that seat. 100 lvl is a great section. I did that for ATL D1/2. I’d love to get 1st row in the middle but that’s just me being greedy 😅 Flights are SO expensive. I can’t begin to admit how much I spent on these concerts. Def once in a lifetime thing 🥲,Negative
SFWT-1213,"For me, it’s the fear of getting lost and crashing at high speed 🥲",Negative
SFWT-1254,"3 cats ❤️ 1 female, 2 males. I’d share pictures but they’re all on Google photos and I can’t access them from here 🥲 but trust me, they’re cute",Negative
SFWT-1291,that being said bitch i bought the cutest pink fabric and now i’m adding a new piece to my bday drop 🥲,Positive
SFWT-1405,tsym 😭💗💗 im trying to not be too guilty about it and just enjoy my day with my family without tracking 🥲🤞,Positive
SFWT-1405,tsym 😭💗💗 im trying to not be too guilty about it and just enjoy my day with my family without tracking 🥲🤞,Positive
SFWT-1410,Day 5 of asking user for HELP NOW 🥲,Negative
SFWT-1517,they need to make Europe the first part of the next tour 🥲,Negative
SFWT-1521,Makes the pain worth it 🥲,Positive
SFWT-1677,The youth don't want to be saved 🥲💔,Negative
SFWT-2096,New kid in school. They took me in. Had the time of our lives hanging out attending fashion show events?? had a crush on Jaehyun lmao. Didn’t get to confess 🥲,Negative
SFWT-2101,Missing this 🥲,Negative
SFWT-2151,It’s so nice to see players get rewarded for doing what they’ve been taught to do their whole lives again 🥲💪🏾,Positive
SFWT-2230,"#NewProfilePicture 
گمم نکنید یه وقت 🥲😂",Unconfident
SFWT-2286,a not so good morning for swifties 🥲 tf,Negative
SFWT-2401,and I only call her a bitch now bc she a bitch. But she came with perks 🥲😂,Negative
SFWT-2518,"demir erendil, I believe your feelings are showing. you're still holding onto her bracelet you found night before & slept with it in your hand 🥲 #heryerdesen",Positive
SFWT-2529,Saying “you’ll be fine” to someone when they’re venting about how they feel really isn’t helpful.. 🥲,Negative
SFWT-2543,Why not !! 🥲,Negative
SFWT-2561,"sometimes the only good/positive things ppl have going on in their lives is strictly because they’re in secret competition trying to one-up somebody else who truly could not care less 🥲

more power to them tho 😭",Negative
SFWT-2561,"sometimes the only good/positive things ppl have going on in their lives is strictly because they’re in secret competition trying to one-up somebody else who truly could not care less 🥲

more power to them tho 😭",Positive
SFWT-2593,Henny shots at Wimpy while waiting for the burgers 🥲🤲🏽,Positive
SFWT-2668,My body hurrrts and not in the fun way 🥲,Negative
SFWT-2695,"Finally kyungsoo's focus the Eve, I've been waiting for this 🥲",Positive
SFWT-2742,It’s so nice out I don’t wanna be at work 🥲,Negative
SFWT-2792,I miss my car 🥲 can’t wait to get my baby back Monday,Negative
SFWT-3060,I think I have an NFT from you in one of my wallets that I was supposed to do something with? I've been super sidetracked 🥲,Negative
SFWT-3063,ooc: ahhhhh i just remembered the time I got bullied in the GoT verse by a writer portraying Daenerys cause instead of saying “sl” I said “story”. 🥲🤧,Negative
SFWT-3126,Especially when you are from the medical field 🥲. The worst thing is asking parents for money to give an exam. It really hurts.😓. Forget about getting independent before 30.,Negative
SFWT-3145,not helping the dysphoria feelings of not a Real Queer Man(TM) from last night 🥲,Negative
SFWT-3305,.I can’t take that every time we look at each other we either start laughing or crying or both 🥲,Negative
SFWT-3534,"I love drawing a lot x,D I should remind myself to take breaks tho 🥲",Negative
SFWT-3783,I need to start acting like someone that’s actually lactose intolerant 🥲,Positive
SFWT-3902,You have to be careful with bots and scammers  🥲,Negative
SFWT-3959,The trick is to order more than one abaya so that it doesn’t hurt as much 🥲,Negative
SFWT-3982,is twitter circle glitching why do i see non-circle oomfs liking my circle only tweets? 🥲,Negative
SFWT-4019,"My life is complete. I have selfies with Numi and Sinder. I got a hug from Tricky. And a badge signed by everyone I care about. Day 2, absolute success. If only Aia was doing her meet today instead of tomorrow 🥲",Negative
SFWT-4075,"Just last night my playlist played Cornelia Street then I thought ""nek pedot suk piye ya"", eh pagi ini beritanya langsung begini 🥲

The mind is a dangerous thing, sometimes.",Unconfident
SFWT-4155,"Outfit for walking around downtown today.... 

Now I sleepy 🥲",Negative
SFWT-4245,Dm me what the idea is and I'll do my best cuz my ideas are one thing but you should be able to read any kind of fic you want bestie 🥲💜,Positive
SFWT-4262,"mister is like ""This is going to be such a trip, taking my teenage son to his first concert"" lol, truly, he's not a little little kiddo anymore 🥲",Negative
SFWT-4473,"I’ve yet to experience a true Louisiana boil, but damn I want to try one. This photo upsets me 🥲",Negative
SFWT-4474,ths song means nothing now wtf 🥲😭😭 unfuckingbelievable,Negative
SFWT-4474,ths song means nothing now wtf 🥲😭😭 unfuckingbelievable,Negative
SFWT-4528,I bought size 14 shorts today and cried. I can’t even remember the last time I was a size 14 🥲,Negative
SFWT-4536,"Im dead cuz the dogs im dog sitting, their owners are asian & they keep stopping & staring at every asian person that walk by 😭🙃😆🤣🥲😶‍🌫️🤭",Positive
SFWT-4536,"Im dead cuz the dogs im dog sitting, their owners are asian & they keep stopping & staring at every asian person that walk by 😭🙃😆🤣🥲😶‍🌫️🤭",Positive
SFWT-4645,"Desperate Times, and you’ve got no idea just how desperate it was Kev 🥲",Negative
SFWT-4684,"I’m sad cause I love pop, especially from Doja 🥲😭 but she’s a even better rapper at the end of the day so I still won",Negative
SFWT-4684,"I’m sad cause I love pop, especially from Doja 🥲😭 but she’s a even better rapper at the end of the day so I still won",Negative
SFWT-4790,I wanna reach a level of maturity where I only have three sips of water before Sehri than trying to chug a whole tanker in 🥲,Negative
SFWT-4929,If only it was enough 🥲,Negative
SFWT-5008,"I literally NEVER get sick. BUt I feel terrible, something ain’t right 🥲",Negative
SFWT-5070,Ngl my baby the livest talmbout if she ain’t the 2nd she 4sho leading 1st when it come to whipping this gumbo🥣🍲 shit 😭mf naturally just learned 2months ago 🥲,Positive
SFWT-5070,Ngl my baby the livest talmbout if she ain’t the 2nd she 4sho leading 1st when it come to whipping this gumbo🥣🍲 shit 😭mf naturally just learned 2months ago 🥲,Positive
SFWT-5073,So much pain 🥲,Negative
SFWT-5113,People are so sensitive these days 🥲,Negative
SFWT-5407,i'm so sad about you 🥲,Negative
SFWT-5408,Told my cousins I retired comin ousside.. mama is good for vacations and spa days ONLY 🥲😅🙅🏾‍♀️🚫,Positive
SFWT-5490,i've been meaning to draw rwby fanart for the LONGEST time but i never thought my style would be good enough 🥲 so many awesome artists in the fandom,Positive
SFWT-5584,Days like today are my favorite part about being able to work when I choose. Decided to spend the afternoon at the park with my kiddos and Isabelle did her first bit playing soccer outside 🥲,Positive
SFWT-5623,"Yeah, though I think she’s better for me, but I want to fall in love first and marry someone I’ve loved 🥲
I will try to fall in love with the first one",Negative
SFWT-5658,they moved and i couldn't see 🥲,Negative
SFWT-5672,"Literally me 😭😭😭
Should sleep again or maybe should open books 🥲",Negative
SFWT-5672,"Literally me 😭😭😭
Should sleep again or maybe should open books 🥲",Negative
SFWT-5966,"When you’re up 5-1, but knew it was too good to be true 🥲🤡 #SFGiants",Negative
SFWT-5996,I had to hold myself back from buying more 🥲,Negative
SFWT-6096,I hate being a girl i could just melt 💔💔💔 all of the years and time i put up 🥲,Negative
SFWT-6121,I wish there was a polite way to tell people at cons that they REEK 🥲,Negative
SFWT-6220,i also appreciate that edvards work bff asks me everyday if i need a ride & when i do he brings me all the way home 🥲 edvard is so loved at work tbh & it’s very cute to see. he’s my everything 😭,Positive
SFWT-6220,i also appreciate that edvards work bff asks me everyday if i need a ride & when i do he brings me all the way home 🥲 edvard is so loved at work tbh & it’s very cute to see. he’s my everything 😭,Positive
